Status,Move,Partner,Invoice Date,Due Date,Product Category,Product,Product Quantity,Unit Price,Untaxed Amount in Currency,Tax,Total in Currency
Invoiced,INV/D/2026/00248 (S02953),cash sales,2026-02-12,2026-02-12,Astra Dentsply / Healing Abutment,[68013015] Healing Abutment EV (M) 2.5mm,5.00,220.00,"1,100.00",0.00,"1,100.00"
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4197] OptiDisc extra-coarse 9.6 mm ( 80 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00254 (PO# 10359 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046284] 9731SIC 040 RA SIC BRUSH MEDI,6.00,21.00,126.00,0.00,126.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-1307] .30/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,128.00,384.00,0.00,384.00
Invoiced,"INV/D/2026/00253 (PR:35054 ,PR:35183 , PR:35221 KAFD X-RAY & [...])",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,SARATOGA,[SIGN F] Sign F Cabinet with Monitor Lift,2.00,"34,648.00","69,296.00","10,394.40","79,690.40"
Invoiced,"INV/D/2026/00253 (PR:35054 ,PR:35183 , PR:35221 KAFD X-RAY & [...])",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,SARATOGA,[L500 ]MOBILE CABINET L500 ,2.00,"6,100.00","12,200.00","1,830.00","14,030.00"
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,[35407] Refill - Herculite XRV Ultra Flowable A1 (EU) Syringe,5.00,120.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,[35408] Refill - Herculite XRV Ultra Flowable A2 (EU) Syringe,5.00,120.00,600.00,0.00,600.00
Invoiced,"INV/D/2026/00253 (PR:35054 ,PR:35183 , PR:35221 KAFD X-RAY & [...])",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,Carestream / IMAGING / X-Ray,[5314349] CS 8100SC,1.00,"104,913.00","104,913.00",0.00,"104,913.00"
Invoiced,"INV/D/2026/00253 (PR:35054 ,PR:35183 , PR:35221 KAFD X-RAY & [...])",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,Carestream / IMAGING / X-Ray,[5311303] RVG 5200 SIZE 2,2.00,"11,272.00","22,544.00",0.00,"22,544.00"
Invoiced,"INV/D/2026/00253 (PR:35054 ,PR:35183 , PR:35221 KAFD X-RAY & [...])",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,Carestream / IMAGING / Accessories,[5188685] SENSOR HOLDER KIT FOR SIZE 1&2,2.00,84.00,168.00,25.20,193.20
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,[35409] Refill - Herculite XRV Ultra Flowable A3 (EU) Syringe,5.00,120.00,600.00,0.00,600.00
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,[36519] OptiBond Universal Bottle Refill,10.00,223.00,"2,230.00",0.00,"2,230.00"
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,"[37112] OptiShade Universal Composite Syringe, Medium",20.00,155.00,"3,100.00",0.00,"3,100.00"
Invoiced,INV/D/2026/00250 (S02951),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-31,KERR Items,"[37113] OptiShade Universal Composite Syringe, Dark",5.00,155.00,775.00,0.00,775.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-1257] .25/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,128.00,384.00,0.00,384.00
Invoiced,INV/D/2026/00251 (S02952),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[35409] Refill - Herculite XRV Ultra Flowable A3 (EU) Syringe,20.00,120.00,"2,400.00",0.00,"2,400.00"
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-1207] .20/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,128.00,384.00,0.00,384.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[33643] NX3 Automix Dual-Cure Syringe Clear,1.00,250.00,250.00,0.00,250.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,"[818-2207] .20/.06/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW, 06 TAPER",4.00,116.36,465.45,0.00,465.45
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[37217] SimpliShade Bulk Fill Flow Syringe,2.00,255.00,510.00,0.00,510.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4182] OptiDisc fine 9.6 mm ( 100 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-2147] .25/.08/17 mm + .13/.06/25mm / Traverse orifice opener + rotary glide path file,5.00,200.00,"1,000.00",0.00,"1,000.00"
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4183] OptiDisc extra-fine 9.6 mm ( 100 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[34060] Maxcem Elite Refill White Opaque,2.00,295.00,590.00,0.00,590.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[34061] Maxcem Elite Refill Yellow,2.00,295.00,590.00,0.00,590.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[36713] SonicFill 3 Refill A3,10.00,346.00,"3,460.00",0.00,"3,460.00"
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[36712] SonicFill 3 Refill A2,10.00,346.00,"3,460.00",0.00,"3,460.00"
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4184] OptiDisc coarse-medium 12.6 mm ( 100 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4191] OptiDisc coarse-medium 15.9 mm ( 100 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4198] OptiDisc extra-coarse 12.6 mm ( 80 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4199] OptiDisc extra-coarse 15.9 mm ( 80 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[4186] OptiDisc extra-fine 12.6 mm ( 100 pezzi ),1.00,86.00,86.00,0.00,86.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,"[818-2357] .35/.06/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW, 06 TAPER",1.00,116.36,116.36,0.00,116.36
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,"[818-2307] .30/.06/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW, 06 TAPER",4.00,116.36,465.45,0.00,465.45
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,"[818-2257] .25/.06/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW, 06 TAPER",4.00,116.36,465.45,0.00,465.45
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[36519] OptiBond Universal Bottle Refill,22.00,202.73,"4,460.00",0.00,"4,460.00"
Invoiced,INV/D/2026/00245 (S02788),cash sales,2026-02-12,2026-02-12,Bein-Air Handpiece / Implantology,[1500984-010] 1500984-010 Irrigation Line 10/PK,1.00,530.00,530.00,0.00,530.00
Invoiced,INV/D/2026/00244 (S02924),cash sales,2026-02-12,2026-02-12,Astra Dentsply / Healing Abutment,[68013010] Healing Abutment EV (S) 3.5mm,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00244 (S02924),cash sales,2026-02-12,2026-02-12,Astra Dentsply / Fixture,[68011091] PrimeTaper EV Ø (S) x 9mm OsseoSpeed,1.00,900.00,900.00,0.00,900.00
Invoiced,INV/D/2026/00243 (S02943),AL-RABWA MEDICAL CENTER COMPANY ???? ???? ?????? ?????,2026-02-12,2026-03-14,Nobel BioCare / Healing Abutment,[36644] Healing Abutment CC RP Ø3.6x5mm,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00242 (S02948),AL-RABWA MEDICAL CENTER COMPANY ???? ???? ?????? ?????,2026-02-12,2026-03-14,KERR Items,[8000] Opti1Step Polisher Assortment Kit,1.00,210.00,210.00,0.00,210.00
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-1407] .40/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,116.36,349.09,0.00,349.09
Invoiced,INV/D/2026/00247 (S02884),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-1357] .35/.04/25mm ZENFLEX ROTARY NITI FILE REFILL PACK EU/ROW,3.00,116.36,349.09,0.00,349.09
Invoiced,INV/D/2026/00269 (S02955),Sanaya Medical Clinics Company  ???? ?????? ????? ??????,2026-02-12,2026-03-14,KERR Items,[33351EU] TempBond Clear without Triclosan Automix Syringe,3.00,199.00,597.00,0.00,597.00
Invoiced,INV/D/2026/00248 (S02953),cash sales,2026-02-12,2026-02-12,Astra Dentsply / Healing Abutment,[68013010] Healing Abutment EV (S) 3.5mm,1.00,220.00,220.00,0.00,220.00
Invoiced,INV/D/2026/00248 (S02953),cash sales,2026-02-12,2026-02-12,IPD / Custom Ti-Base / Abutment,"[IPD/EB-DW-03] Healing abutment Ø 4,8 H 3.5 Astra®",2.00,85.00,170.00,0.00,170.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046530] 9921 140 RA ZIRC POL DIA F,18.00,49.00,882.00,0.00,882.00
Invoiced,INV/D/2026/00246 (S02947),Al Nahdi Care limited - ???? ?????? ??? ????????,2026-02-12,2026-03-14,KERR Items,[818-2156] .13/.06/21mm Traverse Rotary glide path file row,45.00,181.82,"8,181.81",0.00,"8,181.81"
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Polisher,[046357] 9811 140 RA CERA POL DIA M,12.00,49.00,588.00,0.00,588.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035020] 8392 016 FG DIAMOND FINE,30.00,13.00,390.00,0.00,390.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[021761] 427X 060 HP CUTTER X-CUT CARBIDE,12.00,79.00,948.00,0.00,948.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[033230] MI 8838 007 FG MICRO PREP DIAMOND,12.00,19.00,228.00,0.00,228.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034135] 6835 012 FG DIAMOND COARSE,24.00,11.00,264.00,0.00,264.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034110] 6831 014 FG DIAMOND COARSE,18.00,11.00,198.00,0.00,198.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035155] 8837KR 012 FG DIAMOND FINE,22.00,20.00,440.00,0.00,440.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020253] 1 016 FG ROUND CARBIDE,12.00,13.00,156.00,0.00,156.00
Invoiced,"INV/D/2026/00268 (PO# 13132, BUSCH BURS REQUEST)",Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020249] 1 014 FG ROUND CARBIDE,6.00,14.00,84.00,0.00,84.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030108] 801 021 FG DIAMOND,72.00,11.00,792.00,0.00,792.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030110] 801L 016 FG DIAMOND,234.00,14.00,"3,276.00",0.00,"3,276.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030644] 859 014 FG DIAMOND,60.00,22.00,"1,320.00",0.00,"1,320.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030671] 860 012 FG DIAMOND,24.00,13.00,312.00,0.00,312.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032332] CD 54G 014 FG COOL-DIAMANT COARSE,24.00,26.00,624.00,0.00,624.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035215] 8847KR 016 FG DIAMOND FINE,40.00,19.00,760.00,0.00,760.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035321] 8856 018 FG DIAMOND FINE,80.00,19.00,"1,520.00",0.00,"1,520.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035804] 859EF 010 FG DIAMOND EXTRA-FINE,124.00,21.00,"2,604.00",0.00,"2,604.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030544] 847KR 014 FG DIAMOND,42.00,19.00,798.00,0.00,798.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030547] 847KR 016 FG DIAMOND,60.00,18.00,"1,080.00",0.00,"1,080.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035214] 8847KR 014 FG DIAMOND FINE,20.00,20.00,400.00,0.00,400.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035795] 856EF 012 FG DIAMOND EXTRA-FINE,34.00,19.00,646.00,0.00,646.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030590] 850 016 FG DIAMOND,24.00,24.00,576.00,0.00,576.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034405] 6881 014 FG DIAMOND COARSE,156.00,19.00,"2,964.00",0.00,"2,964.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035150] 8837 014 FG DIAMOND FINE,60.00,19.00,"1,140.00",0.00,"1,140.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[033437] 5856 018 FG DIAMOND VERY COARSE,18.00,21.00,378.00,0.00,378.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[034251] 6850 018 FG DIAMONS COARSE,156.00,21.00,"3,276.00",0.00,"3,276.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020037] 1 008 HP ROUND CARBIDE,42.00,12.00,504.00,0.00,504.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023462] 1S 014 RA ROUND CARBIDE,12.00,15.00,180.00,0.00,180.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[020265] 1 023 FG ROUND CARBIDE,6.00,12.00,72.00,0.00,72.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023500] 1SX 021 RA ROUND SX-CUT CARBIDE,36.00,16.00,576.00,0.00,576.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Carbide,[023546] 1SXM 010 RA ROUND SXM-CUT CARBIDE,48.00,19.00,912.00,0.00,912.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030636] 858 014 FG DIAMOND,66.00,18.00,"1,188.00",0.00,"1,188.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035013] 8379 018 FG DIAMOND FINE,98.00,13.00,"1,274.00",0.00,"1,274.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035015] 8379 023 FG DIAMOND FINE,102.00,18.00,"1,836.00",0.00,"1,836.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035324] 8856 021 FG DIAMOND FINE,46.00,29.00,"1,334.00",0.00,"1,334.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035550] 368EF 016 FG DIAMOND EXTRA-FINE,94.00,13.00,"1,222.00",0.00,"1,222.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[035554] 368EF 023 FG DIAMOND EXTRA-FINE,18.00,18.00,324.00,0.00,324.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030096] 801 012 FG DIAMOND,48.00,11.00,528.00,0.00,528.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030103] 801 016 FG DIAMOND,36.00,11.00,396.00,0.00,396.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030106] 801 018 FG DIAMOND,102.00,11.00,"1,122.00",0.00,"1,122.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030107] 801 023 FG DIAMOND,6.00,13.00,78.00,0.00,78.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030589] 850 014 FG DIAMOND,54.00,21.00,"1,134.00",0.00,"1,134.00"
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[030619] 855 012 FG DIAMOND,18.00,15.00,270.00,0.00,270.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032010] CD 03 012 FG COOL-DIAMANT,24.00,18.00,432.00,0.00,432.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032023] CD 06 016 FG COOL-DIAMANT,36.00,16.00,576.00,0.00,576.00
Invoiced,INV/D/2026/00267 (PO# 12912 BUSCH BURS REQUEST),Dr.Abdulaziz Al Ajaji Dental polyclinic company ???? ???? ?????? ?.????????? ??????? ??? ???????,2026-02-12,2026-03-31,BUSCH Diamond,[032335] CD 55G 016 FG COOL-DIAMANT COARSE,36.00,31.00,"1,116.00",0.00,"1,116.00"
